Account_No,Reps,Sets,Time,Exercise_ID
1300,6,1,10/03/2017 15:23,4
1238,6,1,10/03/2017 15:23,4
1235,6,1,10/03/2017 15:23,4
1298,6,1,10/03/2017 15:23,4
1298,10,1,10/03/2017 15:23,5
1298,10,1,10/03/2017 15:23,5
1235,10,1,10/03/2017 15:23,5
1238,10,1,10/03/2017 15:23,5
1400,5,1,11/03/2017 12:56,1
1300,5,1,11/03/2017 12:56,1
1300,8,1,11/03/2017 12:56,1
1238,8,1,11/03/2017 12:56,1
1298,8,1,11/03/2017 12:56,1
1238,10,1,11/03/2017 12:56,1
1300,10,1,11/03/2017 12:56,1
1238,8,1,11/03/2017 12:56,2
1298,8,1,11/03/2017 12:56,2
1239,8,1,11/03/2017 12:56,2
1391,10,1,11/03/2017 12:56,2
1239,10,1,11/03/2017 12:56,2
1298,8,1,12/03/2017 12:42,10
1401,6,1,12/03/2017 12:42,10
1237,7,1,12/03/2017 12:42,10
1298,7,1,12/03/2017 12:42,10
123,7,1,12/03/2017 12:42,10
1300,10,1,16/03/2017 09:04,10
1391,10,1,16/03/2017 09:04,10
1238,10,1,16/03/2017 09:04,10
1400,12,1,16/03/2017 09:04,10
1300,10,1,16/03/2017 09:04,10
1239,10,1,16/03/2017 09:04,10
1239,6,1,18/03/2017 09:05,4
1298,6,1,18/03/2017 09:05,4
1298,8,1,18/03/2017 09:05,4
1298,8,1,18/03/2017 09:05,4
1298,6,1,18/03/2017 09:05,4
1400,6,1,18/03/2017 09:05,4
1238,6,1,18/03/2017 09:05,4
1298,6,1,18/03/2017 09:05,4
1300,12,1,18/03/2017 09:05,32
1298,12,1,18/03/2017 09:05,32
1238,12,1,18/03/2017 09:05,32
1300,5,1,19/03/2017 06:19,1
1239,5,1,19/03/2017 06:19,1
1235,8,1,19/03/2017 06:19,1
1239,8,1,19/03/2017 06:19,1
1401,8,1,19/03/2017 06:19,1
1391,8,1,19/03/2017 06:19,1
1239,6,1,19/03/2017 06:19,48
1239,5,1,19/03/2017 06:19,48
1391,5,1,19/03/2017 06:19,48
1400,6,1,19/03/2017 06:19,48
1300,10,1,21/03/2017 20:19,10
1239,10,1,21/03/2017 20:19,10
1400,10,1,21/03/2017 20:19,10
1239,10,1,21/03/2017 20:19,10
1235,10,1,21/03/2017 20:19,10
1401,10,1,21/03/2017 20:19,10
1239,12,1,21/03/2017 20:19,13
1697,12,1,21/03/2017 20:19,13
1239,15,1,21/03/2017 20:19,13
1300,15,1,21/03/2017 20:19,16
1239,15,1,21/03/2017 20:19,16
1298,15,1,21/03/2017 20:19,16
1391,10,1,21/03/2017 20:19,43
1238,10,1,21/03/2017 20:19,43
1300,10,1,21/03/2017 20:19,43
1300,8,1,21/03/2017 20:19,43
1298,10,1,25/03/2017 14:52,10
1239,10,1,25/03/2017 14:52,10
1238,10,1,25/03/2017 14:52,10
1391,10,1,25/03/2017 14:52,10
1298,10,1,25/03/2017 14:52,10
1237,10,1,25/03/2017 14:52,10
1239,10,1,25/03/2017 14:52,10
1239,10,1,25/03/2017 14:52,13
1298,10,1,25/03/2017 14:52,13
1400,8,1,25/03/2017 14:52,43
1237,8,1,25/03/2017 14:52,43
1298,8,1,25/03/2017 14:52,43
1401,5,1,27/03/2017 20:43,1
1400,5,1,27/03/2017 20:43,1
1400,8,1,27/03/2017 20:43,1
1239,8,1,27/03/2017 20:43,1
1400,8,1,27/03/2017 20:43,1
1238,9,1,27/03/2017 20:43,1
1237,10,1,27/03/2017 20:43,1
1400,5,1,27/03/2017 20:43,48
1239,5,1,27/03/2017 20:43,48
1237,5,1,27/03/2017 20:43,48
1239,5,1,27/03/2017 20:43,48
1235,5,1,27/03/2017 20:43,48
1298,15,1,27/03/2017 20:43,24
1300,11,1,27/03/2017 20:43,24
1298,12,1,27/03/2017 20:43,24
1391,12,1,27/03/2017 20:43,24
1300,6,1,02/04/2017 10:30,4
1300,5,1,02/04/2017 10:30,4
1391,6,1,02/04/2017 10:30,4
1300,5,1,02/04/2017 10:30,4
1298,5,1,02/04/2017 10:30,4
1239,6,1,02/04/2017 10:30,4
1239,6,1,02/04/2017 10:30,4
1391,5,1,05/04/2017 00:38,1
1298,5,1,05/04/2017 00:38,1
1239,8,1,05/04/2017 00:38,1
1239,8,1,05/04/2017 00:38,1
1298,8,1,05/04/2017 00:38,1
1238,10,1,05/04/2017 00:38,1
1237,8,1,05/04/2017 00:38,46
1391,8,1,05/04/2017 00:38,46
1239,5,1,07/04/2017 12:16,1
1298,5,1,07/04/2017 12:16,1
1300,8,1,07/04/2017 12:16,1
1400,8,1,07/04/2017 12:16,1
1238,8,1,07/04/2017 12:16,1
1391,10,1,07/04/2017 12:16,1
1298,10,1,09/04/2017 19:16,10
1300,10,1,09/04/2017 19:16,10
1300,10,1,09/04/2017 19:16,10
1300,10,1,09/04/2017 19:16,10
1238,10,1,09/04/2017 19:16,10
1298,10,1,09/04/2017 19:16,10
1238,12,1,09/04/2017 19:16,13
1298,12,1,09/04/2017 19:16,13
1239,12,1,09/04/2017 19:16,13
1298,10,1,09/04/2017 19:16,25
1391,10,1,09/04/2017 19:16,25
1391,12,1,09/04/2017 19:16,43
1238,12,1,09/04/2017 19:16,43
1400,10,1,09/04/2017 19:16,43
1239,10,1,09/04/2017 19:16,43
1238,10,1,09/04/2017 19:16,11
1298,10,1,09/04/2017 19:16,11
1391,6,1,12/04/2017 22:01,19
1238,8,1,12/04/2017 22:01,19
1237,6,1,12/04/2017 22:01,19
1298,8,1,12/04/2017 22:01,19
1237,8,1,12/04/2017 22:01,19
1401,8,1,12/04/2017 22:01,19
1238,8,1,12/04/2017 22:01,19
1298,8,1,12/04/2017 22:01,19
1238,8,1,12/04/2017 22:01,19
1237,6,1,12/04/2017 22:01,48
1298,6,1,12/04/2017 22:01,48
1298,6,1,12/04/2017 22:01,48
1239,6,1,12/04/2017 22:01,48
1239,7,1,12/04/2017 22:01,48
1401,10,1,13/04/2017 15:14,10
1400,10,1,13/04/2017 15:14,10
1298,10,1,13/04/2017 15:14,10
1300,10,1,13/04/2017 15:14,10
1400,12,1,13/04/2017 15:14,10
1200,10,1,13/04/2017 15:14,43
1239,10,1,13/04/2017 15:14,43
1298,10,1,13/04/2017 15:14,43
1400,10,1,13/04/2017 15:14,43
1239,5,1,16/04/2017 15:15,1
1237,5,1,16/04/2017 15:15,1
1239,8,1,16/04/2017 15:15,1
1300,8,1,16/04/2017 15:15,1
1239,8,1,16/04/2017 15:15,1
1298,10,1,16/04/2017 15:15,1
1237,9,1,16/04/2017 15:15,1
1298,8,1,16/04/2017 15:15,2
1300,8,1,16/04/2017 15:15,2
1391,10,1,16/04/2017 15:15,2
1235,10,1,16/04/2017 15:15,2
1238,6,1,18/04/2017 08:30,4
1237,6,1,18/04/2017 08:30,4
1697,6,1,18/04/2017 08:30,4
1300,5,1,18/04/2017 08:30,4
1298,5,1,18/04/2017 08:30,4
1238,6,1,18/04/2017 08:30,4
1200,5,1,18/04/2017 08:30,4
1238,5,1,18/04/2017 08:30,4
1300,10,1,18/04/2017 08:30,5
1239,10,1,18/04/2017 08:30,5
1239,12,1,18/04/2017 08:30,32
1239,12,1,18/04/2017 08:30,32
1237,6,1,21/04/2017 11:51,19
1239,8,1,21/04/2017 11:51,19
1300,6,1,21/04/2017 11:51,19
1400,8,1,21/04/2017 11:51,19
1391,8,1,21/04/2017 11:51,19
1238,7,1,21/04/2017 11:51,19
1298,9,1,21/04/2017 11:51,19
1300,8,1,21/04/2017 11:51,2
1298,10,1,21/04/2017 11:51,2
1239,10,1,21/04/2017 11:51,2
1298,10,1,21/04/2017 11:51,2
1237,6,1,23/04/2017 16:23,4
1298,6,1,23/04/2017 16:23,4
1238,6,1,23/04/2017 16:23,4
1391,8,1,23/04/2017 16:23,4
1300,8,1,23/04/2017 16:23,4
1298,8,1,23/04/2017 16:23,4
1298,8,1,23/04/2017 16:23,4
1300,7,1,23/04/2017 16:23,4
1300,10,1,23/04/2017 16:23,32
1697,10,1,23/04/2017 16:23,32
1400,10,1,23/04/2017 16:23,32
1300,5,1,27/04/2017 12:29,1
1239,5,1,27/04/2017 12:29,1
1238,8,1,27/04/2017 12:29,1
1391,8,1,27/04/2017 12:29,1
1298,8,1,27/04/2017 12:29,1
1298,6,1,27/04/2017 12:29,1
1237,5,1,27/04/2017 12:29,48
1300,5,1,27/04/2017 12:29,48
1300,8,1,27/04/2017 12:29,48
1237,8,1,27/04/2017 12:29,48
1239,8,1,27/04/2017 12:29,48
1239,6,1,03/05/2017 20:07,19
1238,8,1,03/05/2017 20:07,19
1237,6,1,03/05/2017 20:07,19
1300,10,1,03/05/2017 20:07,19
1298,10,1,03/05/2017 20:07,19
1400,10,1,03/05/2017 20:07,19
1238,10,1,03/05/2017 20:07,19
1298,8,1,03/05/2017 20:07,2
1238,10,1,03/05/2017 20:07,2
1237,10,1,03/05/2017 20:07,2
1235,10,1,03/05/2017 20:07,2
1298,10,1,03/05/2017 20:07,2
1239,14,1,04/05/2017 15:26,10
1391,12,1,04/05/2017 15:26,10
1239,12,1,04/05/2017 15:26,10
1237,12,1,04/05/2017 15:26,10
1237,10,1,04/05/2017 15:26,10
1298,10,1,04/05/2017 15:26,12
123,10,1,04/05/2017 15:26,12
1298,6,1,06/05/2017 11:41,4
1239,6,1,06/05/2017 11:41,4
1298,6,1,06/05/2017 11:41,4
1300,6,1,06/05/2017 11:41,4
1235,8,1,06/05/2017 11:41,4
1300,8,1,06/05/2017 11:41,4
1400,8,1,06/05/2017 11:41,4
1300,6,1,06/05/2017 11:41,4
1298,6,1,06/05/2017 11:41,4
8765,5,1,06/05/2017 11:41,4
1400,8,1,06/05/2017 11:41,55
1300,8,1,06/05/2017 11:41,55
1300,8,1,06/05/2017 11:41,55
1401,12,1,06/05/2017 11:41,20
1237,12,1,06/05/2017 11:41,20
1400,12,1,06/05/2017 11:41,20
1239,5,1,07/05/2017 12:55,1
1391,5,1,07/05/2017 12:55,1
1300,6,1,07/05/2017 12:55,1
1298,8,1,07/05/2017 12:55,1
1391,8,1,07/05/2017 12:55,1
1300,8,1,07/05/2017 12:55,1
1300,11,1,07/05/2017 12:55,2
1298,10,1,07/05/2017 12:55,2
1401,15,1,07/05/2017 12:55,24
1391,15,1,07/05/2017 12:55,24
1391,12,1,07/05/2017 12:55,28
1239,10,1,07/05/2017 12:55,28
1298,10,1,07/05/2017 12:55,28
1239,10,1,07/05/2017 12:55,57
1300,10,1,07/05/2017 12:55,57
1400,6,1,10/05/2017 21:21,4
1298,6,1,10/05/2017 21:21,4
1298,6,1,10/05/2017 21:21,4
1239,5,1,10/05/2017 21:21,4
1238,6,1,10/05/2017 21:21,4
1237,6,1,10/05/2017 21:21,4
1298,6,1,10/05/2017 21:21,4
1401,5,1,10/05/2017 21:21,4
1298,8,1,10/05/2017 21:21,6
1400,8,1,10/05/2017 21:21,6
1300,12,1,10/05/2017 21:21,20
1391,12,1,10/05/2017 21:21,20
1237,12,1,10/05/2017 21:21,20
1238,12,1,12/05/2017 10:54,24
1298,12,1,12/05/2017 10:54,24
1298,12,1,12/05/2017 10:54,24
1298,6,1,12/05/2017 10:54,19
1300,6,1,12/05/2017 10:54,19
1298,6,1,12/05/2017 10:54,19
1391,6,1,12/05/2017 10:54,19
1239,8,1,12/05/2017 10:54,19
1300,8,1,12/05/2017 10:54,19
1239,8,1,12/05/2017 10:54,19
1298,5,1,12/05/2017 10:54,19
1300,10,1,12/05/2017 10:54,2
1300,10,1,12/05/2017 10:54,2
1239,10,1,12/05/2017 10:54,2
1300,9,1,12/05/2017 10:54,2
1391,10,1,12/05/2017 10:54,2
1298,10,1,14/05/2017 11:20,10
1238,10,1,14/05/2017 11:20,10
1239,10,1,14/05/2017 11:20,10
1391,10,1,14/05/2017 11:20,10
1239,8,1,14/05/2017 11:20,10
1239,8,1,14/05/2017 11:20,10
1298,10,1,14/05/2017 11:20,31
1239,10,1,14/05/2017 11:20,31
1239,10,1,14/05/2017 11:20,31
1300,12,1,14/05/2017 11:20,12
123,12,1,14/05/2017 11:20,12
1238,10,1,14/05/2017 11:20,12
1300,10,1,14/05/2017 11:20,25
1238,7,1,15/05/2017 18:02,4
1391,8,1,15/05/2017 18:02,4
1300,8,1,15/05/2017 18:02,4
1300,8,1,15/05/2017 18:02,4
1391,8,1,15/05/2017 18:02,4
1391,8,1,15/05/2017 18:02,4
1300,6,1,15/05/2017 18:02,4
1400,5,1,16/05/2017 22:54,1
1400,5,1,16/05/2017 22:54,1
1400,8,1,16/05/2017 22:54,1
1298,8,1,16/05/2017 22:54,1
1298,8,1,16/05/2017 22:54,1
1391,14,1,16/05/2017 22:54,1
1300,6,1,16/05/2017 22:54,2
1298,6,1,16/05/2017 22:54,48
1298,6,1,16/05/2017 22:54,48
1300,8,1,16/05/2017 22:54,48
1298,8,1,16/05/2017 22:54,48
1239,7,1,16/05/2017 22:54,48
1300,10,1,21/05/2017 12:14,24
1237,10,1,21/05/2017 12:14,24
1298,6,1,21/05/2017 12:14,19
1300,6,1,21/05/2017 12:14,19
1238,6,1,21/05/2017 12:14,19
1391,8,1,21/05/2017 12:14,19
1235,8,1,21/05/2017 12:14,19
1239,8,1,21/05/2017 12:14,19
1238,8,1,21/05/2017 12:14,19
1298,8,1,21/05/2017 12:14,2
1391,8,1,21/05/2017 12:14,2
1298,7,1,21/05/2017 12:14,2
1238,10,1,21/05/2017 12:14,2
1298,8,1,21/05/2017 12:14,2
1391,10,1,21/05/2017 12:14,35
1697,10,1,21/05/2017 12:14,35
1300,10,1,21/05/2017 12:14,35
1300,10,1,21/05/2017 12:14,24
1298,10,1,21/05/2017 12:14,24
1298,6,1,21/05/2017 12:14,19
1239,6,1,21/05/2017 12:14,19
1300,6,1,21/05/2017 12:14,19
1200,8,1,21/05/2017 12:14,19
1300,8,1,21/05/2017 12:14,19
1300,8,1,21/05/2017 12:14,19
1298,8,1,21/05/2017 12:14,19
1391,8,1,21/05/2017 12:14,2
1400,8,1,21/05/2017 12:14,2
1400,7,1,21/05/2017 12:14,2
1391,10,1,21/05/2017 12:14,2
1391,8,1,21/05/2017 12:14,2
1235,10,1,21/05/2017 12:14,35
1238,10,1,21/05/2017 12:14,35
1298,10,1,21/05/2017 12:14,35
1298,12,1,23/05/2017 21:03,10
1298,12,1,23/05/2017 21:03,10
1238,11,1,23/05/2017 21:03,10
1300,5,1,23/05/2017 21:03,10
1400,12,1,23/05/2017 21:03,31
1239,12,1,23/05/2017 21:03,31
8765,10,1,23/05/2017 21:03,31
1237,12,1,23/05/2017 21:03,31
1298,8,1,23/05/2017 21:03,44
1401,10,1,23/05/2017 21:03,16
1298,5,1,30/05/2017 21:15,4
1300,5,1,30/05/2017 21:15,4
1300,6,1,30/05/2017 21:15,4
1300,6,1,30/05/2017 21:15,4
1237,6,1,30/05/2017 21:15,4
1401,6,1,30/05/2017 21:15,4
1235,5,1,30/05/2017 21:15,4
1238,6,1,30/05/2017 21:15,4
1300,8,1,30/05/2017 21:15,4
1400,6,1,30/05/2017 21:15,55
1239,8,1,30/05/2017 21:15,55
1239,6,1,30/05/2017 21:15,55
1300,10,1,30/05/2017 21:15,20
1400,10,1,30/05/2017 21:15,20
1298,15,1,30/05/2017 21:15,20
1300,15,1,30/05/2017 21:15,20
1298,6,1,31/05/2017 19:40,19
1238,12,1,31/05/2017 19:40,19
1239,5,1,31/05/2017 19:40,19
1391,8,1,31/05/2017 19:40,19
1391,8,1,31/05/2017 19:40,19
1300,9,1,31/05/2017 19:40,19
8765,9,1,31/05/2017 19:40,19
1300,8,1,31/05/2017 19:40,2
1237,8,1,31/05/2017 19:40,2
1238,9,1,31/05/2017 19:40,2
1238,10,1,31/05/2017 19:40,2
1400,10,1,31/05/2017 19:40,2
1298,12,1,31/05/2017 19:40,2
1237,6,1,03/06/2017 13:21,4
1298,8,1,03/06/2017 13:21,4
1239,8,1,03/06/2017 13:21,4
1298,8,1,03/06/2017 13:21,4
1300,8,1,03/06/2017 13:21,4
1239,8,1,03/06/2017 13:21,4
1239,8,1,03/06/2017 13:21,4
1238,8,1,03/06/2017 13:21,4
1239,6,1,03/06/2017 13:21,36
1400,6,1,03/06/2017 13:21,36
1237,8,1,03/06/2017 13:21,55
1298,8,1,03/06/2017 13:21,55
1300,5,1,04/06/2017 00:50,1
1391,5,1,04/06/2017 00:50,1
1400,8,1,04/06/2017 00:50,1
1300,8,1,04/06/2017 00:50,1
1237,8,1,04/06/2017 00:50,1
1300,6,1,04/06/2017 00:50,1
1391,6,1,04/06/2017 00:50,1
1300,10,1,04/06/2017 00:50,28
1239,8,1,04/06/2017 00:50,28
1237,10,1,04/06/2017 00:50,35
1298,10,1,04/06/2017 00:50,35
1400,10,1,05/06/2017 19:50,10
1298,10,1,05/06/2017 19:50,10
1237,8,1,05/06/2017 19:50,10
1238,10,1,05/06/2017 19:50,10
1237,14,1,05/06/2017 19:50,10
1298,12,1,05/06/2017 19:50,10
1298,16,1,05/06/2017 19:50,43
1235,11,1,05/06/2017 19:50,43
1298,9,1,05/06/2017 19:50,43
1300,8,1,05/06/2017 19:50,43
1391,6,1,05/06/2017 19:50,43
1391,12,1,05/06/2017 19:50,58
1239,10,1,05/06/2017 19:50,58
1391,10,1,05/06/2017 19:50,25
1238,10,1,05/06/2017 19:50,25
1300,10,1,17/07/2017 13:29,10
1235,10,1,17/07/2017 13:29,10
1298,10,1,17/07/2017 13:29,10
1300,10,1,17/07/2017 13:29,10
1400,8,1,17/07/2017 13:29,10
123,10,1,17/07/2017 13:29,10
1235,10,1,17/07/2017 13:29,10
1239,10,1,17/07/2017 13:29,12
1401,10,1,17/07/2017 13:29,12
1238,10,1,17/07/2017 13:29,12
1391,10,1,17/07/2017 13:29,12
1298,10,1,17/07/2017 13:29,25
1239,10,1,17/07/2017 13:29,25
1300,11,1,17/07/2017 13:29,25
1200,5,1,20/07/2017 21:58,1
1298,5,1,20/07/2017 21:58,1
1239,5,1,20/07/2017 21:58,1
1239,5,1,20/07/2017 21:58,1
1300,10,1,20/07/2017 21:58,1
1400,10,1,20/07/2017 21:58,1
1238,8,1,20/07/2017 21:58,1
1238,6,1,20/07/2017 21:58,1
1237,10,1,20/07/2017 21:58,28
1300,10,1,20/07/2017 21:58,28
1300,10,1,20/07/2017 21:58,28
1235,0,1,20/07/2017 21:58,59
1298,6,1,24/07/2017 12:48,19
1237,6,1,24/07/2017 12:48,19
1298,9,1,24/07/2017 12:48,19
1401,8,1,24/07/2017 12:48,19
1300,8,1,24/07/2017 12:48,19
1235,12,1,24/07/2017 12:48,19
1238,8,1,24/07/2017 12:48,2
1298,8,1,24/07/2017 12:48,2
1238,10,1,24/07/2017 12:48,2
1400,9,1,24/07/2017 12:48,2
1298,10,1,24/07/2017 12:48,2
1298,10,1,24/07/2017 12:48,35
1298,10,1,24/07/2017 12:48,35
1239,5,1,24/07/2017 12:48,59
1300,12,1,24/07/2017 12:48,24
1235,12,1,24/07/2017 12:48,24
1239,12,1,24/07/2017 12:48,24
1238,5,1,28/07/2017 22:34,1
1238,5,1,28/07/2017 22:34,1
1300,5,1,28/07/2017 22:34,1
1401,9,1,28/07/2017 22:34,1
1298,9,1,28/07/2017 22:34,1
1298,9,1,28/07/2017 22:34,1
1200,9,1,28/07/2017 22:34,1
1300,10,1,28/07/2017 22:34,35
1298,10,1,28/07/2017 22:34,35
1237,10,1,28/07/2017 22:34,2
1400,12,1,28/07/2017 22:34,2
1391,12,1,28/07/2017 22:34,2
1391,12,1,28/07/2017 22:34,2
1239,5,1,28/07/2017 22:34,59
1238,15,1,28/07/2017 22:34,24
1238,15,1,28/07/2017 22:34,24
1298,10,1,29/07/2017 20:19,10
1300,10,1,29/07/2017 20:19,10
1300,9,1,29/07/2017 20:19,10
1239,9,1,29/07/2017 20:19,10
1238,9,1,29/07/2017 20:19,10
1300,10,1,29/07/2017 20:19,10
1400,10,1,29/07/2017 20:19,10
1235,10,1,29/07/2017 20:19,31
1300,10,1,29/07/2017 20:19,31
1300,10,1,29/07/2017 20:19,31
1391,10,1,29/07/2017 20:19,44
1300,10,1,29/07/2017 20:19,44
1237,10,1,29/07/2017 20:19,16
1391,10,1,29/07/2017 20:19,16
1391,8,1,29/07/2017 20:19,16
1298,12,1,29/07/2017 20:19,16
1391,12,1,29/07/2017 20:19,16
1238,5,1,30/07/2017 22:07,4
1200,6,1,30/07/2017 22:07,4
1300,6,1,30/07/2017 22:07,4
1300,6,1,30/07/2017 22:07,4
1391,6,1,30/07/2017 22:07,4
1238,5,1,30/07/2017 22:07,4
1239,5,1,30/07/2017 22:07,4
1298,6,1,30/07/2017 22:07,4
1238,12,1,30/07/2017 22:07,20
1391,12,1,30/07/2017 22:07,20
1298,12,1,30/07/2017 22:07,20
1237,10,1,30/07/2017 22:07,32
1300,5,1,30/07/2017 22:07,36
1237,5,1,30/07/2017 22:07,36
1298,5,1,30/07/2017 22:07,36
1300,5,1,30/07/2017 22:07,36
1239,6,1,01/08/2017 22:27,19
1235,6,1,01/08/2017 22:27,19
1239,7,1,01/08/2017 22:27,19
1239,7,1,01/08/2017 22:27,19
1298,7,1,01/08/2017 22:27,19
1298,7,1,01/08/2017 22:27,19
1300,8,1,01/08/2017 22:27,19
1298,8,1,01/08/2017 22:27,2
1237,8,1,01/08/2017 22:27,2
1300,8,1,01/08/2017 22:27,2
1239,8,1,01/08/2017 22:27,2
1238,8,1,01/08/2017 22:27,2
1237,6,1,01/08/2017 22:27,2
1238,10,1,01/08/2017 22:27,2
1298,8,1,01/08/2017 22:27,35
1237,5,1,01/08/2017 22:27,35
1237,6,1,01/08/2017 22:27,35
1300,6,1,01/08/2017 22:27,35
1300,6,1,01/08/2017 22:27,35
1697,14,1,02/08/2017 19:31,10
1391,12,1,02/08/2017 19:31,10
1298,10,1,02/08/2017 19:31,10
1300,10,1,02/08/2017 19:31,10
1239,10,1,02/08/2017 19:31,10
1298,10,1,02/08/2017 19:31,60
1401,9,1,02/08/2017 19:31,25
1238,9,1,02/08/2017 19:31,25
1235,9,1,02/08/2017 19:31,25
1235,15,1,02/08/2017 19:31,43
1300,12,1,02/08/2017 19:31,43
1391,12,1,02/08/2017 19:31,43
1200,5,1,05/08/2017 14:59,1
1391,5,1,05/08/2017 14:59,1
1238,8,1,05/08/2017 14:59,1
123,8,1,05/08/2017 14:59,1
1237,5,1,05/08/2017 14:59,1
1391,5,1,05/08/2017 14:59,1
1400,5,1,05/08/2017 14:59,1
1300,10,1,05/08/2017 14:59,28
1391,10,1,05/08/2017 14:59,28
1239,10,1,05/08/2017 14:59,28
1300,5,1,06/08/2017 20:13,4
1298,6,1,06/08/2017 20:13,4
1298,6,1,06/08/2017 20:13,4
1239,5,1,06/08/2017 20:13,4
1300,5,1,06/08/2017 20:13,4
1298,5,1,06/08/2017 20:13,4
1298,5,1,06/08/2017 20:13,4
1298,5,1,06/08/2017 20:13,4
1239,12,1,06/08/2017 20:13,5
1300,12,1,06/08/2017 20:13,5
1239,12,1,06/08/2017 20:13,5
1300,12,1,06/08/2017 20:13,5
1300,12,1,06/08/2017 20:13,5
1391,10,1,07/08/2017 22:47,10
1300,10,1,07/08/2017 22:47,10
1300,10,1,07/08/2017 22:47,10
1239,10,1,07/08/2017 22:47,10
1391,10,1,07/08/2017 22:47,12
1300,10,1,07/08/2017 22:47,12
1300,10,1,07/08/2017 22:47,12
1298,10,1,07/08/2017 22:47,12
1391,8,1,07/08/2017 22:47,56
1391,8,1,07/08/2017 22:47,56
1391,12,1,07/08/2017 22:47,13
1239,12,1,07/08/2017 22:47,13
1239,12,1,07/08/2017 22:47,13
1237,10,1,07/08/2017 22:47,25
1298,10,1,07/08/2017 22:47,25
1298,12,1,07/08/2017 22:47,25
1238,8,1,09/08/2017 21:16,19
1400,8,1,09/08/2017 21:16,19
1391,8,1,09/08/2017 21:16,19
1238,8,1,09/08/2017 21:16,19
1300,8,1,09/08/2017 21:16,19
1391,8,1,09/08/2017 21:16,19
1200,8,1,09/08/2017 21:16,19
1237,10,1,09/08/2017 21:16,2
1391,10,1,09/08/2017 21:16,2
1239,10,1,09/08/2017 21:16,2
1300,10,1,09/08/2017 21:16,2
1200,10,1,09/08/2017 21:16,2
1300,8,1,09/08/2017 21:16,35
1239,6,1,09/08/2017 21:16,35
1238,6,1,09/08/2017 21:16,35
1239,6,1,09/08/2017 21:16,35
1391,5,1,09/08/2017 21:16,35
1239,5,1,11/08/2017 23:16,4
1391,6,1,11/08/2017 23:16,4
1239,6,1,11/08/2017 23:16,4
1391,6,1,11/08/2017 23:16,4
1239,6,1,11/08/2017 23:16,4
1238,5,1,11/08/2017 23:16,4
1239,5,1,11/08/2017 23:16,4
1391,6,1,11/08/2017 23:16,4
1238,12,1,11/08/2017 23:16,20
1400,12,1,11/08/2017 23:16,20
1239,12,1,11/08/2017 23:16,20
1391,5,1,11/08/2017 23:16,36
1300,5,1,11/08/2017 23:16,36
1298,5,1,11/08/2017 23:16,36
1239,5,1,11/08/2017 23:16,36
1238,12,1,11/08/2017 23:16,5
1300,12,1,11/08/2017 23:16,5
1239,10,1,13/08/2017 14:23,10
1239,10,1,13/08/2017 14:23,10
1400,8,1,13/08/2017 14:23,10
1300,8,1,13/08/2017 14:23,10
1400,8,1,13/08/2017 14:23,10
1239,10,1,13/08/2017 14:23,12
1239,10,1,13/08/2017 14:23,12
1239,10,1,13/08/2017 14:23,12
1401,10,1,13/08/2017 14:23,12
1298,10,1,13/08/2017 14:23,60
1239,10,1,13/08/2017 14:23,60
1298,10,1,13/08/2017 14:23,60
1400,8,1,13/08/2017 14:23,25
1238,8,1,13/08/2017 14:23,25
1300,8,1,13/08/2017 14:23,25
1298,8,1,13/08/2017 14:23,44
1391,10,1,13/08/2017 14:23,31
1298,10,1,13/08/2017 14:23,31
1237,5,1,14/08/2017 11:07,1
1239,5,1,14/08/2017 11:07,1
1298,5,1,14/08/2017 11:07,1
1391,5,1,14/08/2017 11:07,1
1298,8,1,14/08/2017 11:07,1
1300,8,1,14/08/2017 11:07,1
1300,5,1,14/08/2017 11:07,1
1239,5,1,14/08/2017 11:07,1
1298,10,1,14/08/2017 11:07,28
1239,10,1,14/08/2017 11:07,28
1298,12,1,14/08/2017 11:07,28
1298,12,1,14/08/2017 11:07,2
1239,12,1,14/08/2017 11:07,2
1239,5,1,14/08/2017 11:07,1
1238,5,1,14/08/2017 11:07,1
1239,5,1,14/08/2017 11:07,1
1239,5,1,14/08/2017 11:07,1
1239,8,1,14/08/2017 11:07,1
1298,8,1,14/08/2017 11:07,1
1300,5,1,14/08/2017 11:07,1
1300,5,1,14/08/2017 11:07,1
1238,10,1,14/08/2017 11:07,28
1391,10,1,14/08/2017 11:07,28
1391,12,1,14/08/2017 11:07,28
1239,12,1,14/08/2017 11:07,2
1238,12,1,14/08/2017 11:07,2
1300,9,1,17/08/2017 23:57,10
1300,8,1,17/08/2017 23:57,10
1239,8,1,17/08/2017 23:57,10
1239,9,1,17/08/2017 23:57,10
1300,8,1,17/08/2017 23:57,12
1298,8,1,17/08/2017 23:57,12
1200,8,1,17/08/2017 23:57,12
1300,5,1,18/08/2017 21:20,19
1238,5,1,18/08/2017 21:20,19
1391,8,1,18/08/2017 21:20,19
1235,8,1,18/08/2017 21:20,19
1300,6,1,18/08/2017 21:20,19
1391,7,1,18/08/2017 21:20,19
1238,6,1,18/08/2017 21:20,19
1238,8,1,18/08/2017 21:20,19
1239,10,1,18/08/2017 21:20,2
1391,10,1,18/08/2017 21:20,2
1238,8,1,18/08/2017 21:20,2
1391,10,1,18/08/2017 21:20,2
1239,6,1,19/08/2017 16:49,4
1400,6,1,19/08/2017 16:49,4
1298,8,1,19/08/2017 16:49,4
1239,6,1,19/08/2017 16:49,4
1300,8,1,19/08/2017 16:49,4
