INSERT INTO `Exercise_Log` (`Account_No`,`Reps`,`Sets`,`Time`,`Exercise_ID`) VALUES
    (1298,10,1,"2017-01-11 20:33:08",5),
    (1239,10,1,"2017-01-11 20:33:08",5),
    (1237,5,1,"2017-01-11 20:33:08",55),
    (1400,8,1,"2017-01-11 20:33:08",55),
    (1239,8,1,"2017-01-11 20:33:08",55),
    (1238,5,1,"2017-01-11 20:33:08",4),
    (1237,5,1,"2017-01-11 20:33:08",4),
    (1391,5,1,"2017-01-11 20:33:08",4),
    (1298,5,1,"2017-01-11 20:33:08",4),
    (1237,5,1,"2017-01-11 20:33:08",4),
    (1238,5,1,"2017-01-11 20:33:08",4),
    (1239,5,1,"2017-01-11 20:33:08",4),
    (1401,5,1,"2017-01-11 20:33:08",4),
    (1300,10,1,"2017-01-11 20:33:08",5),
    (1238,10,1,"2017-01-11 20:33:08",5),
    (1239,10,1,"2017-01-11 20:33:08",5),
    (1298,5,1,"2017-01-11 20:33:08",55),
    (1300,8,1,"2017-01-11 20:33:08",55),
    (1298,8,1,"2017-01-11 20:33:08",55),
    (1298,6,1,"2017-01-12 20:38:44",19),
    (1239,6,1,"2017-01-12 20:38:44",19),
    (1400,8,1,"2017-01-12 20:38:44",19),
    (1239,8,1,"2017-01-12 20:38:44",19),
    (1298,8,1,"2017-01-12 20:38:44",19),
    (1300,6,1,"2017-01-12 20:38:44",19),
    (1300,6,1,"2017-01-12 20:38:44",19),
    (1401,8,1,"2017-01-12 20:38:44",2),
    (1300,8,1,"2017-01-12 20:38:44",2),
    (1401,8,1,"2017-01-12 20:38:44",2),
    (1300,8,1,"2017-01-12 20:38:44",2),
    (1300,8,1,"2017-01-12 20:38:44",2),
    (1391,8,1,"2017-01-12 20:38:44",2),
    (1239,8,1,"2017-01-14 18:59:31",10),
    (1239,10,1,"2017-01-14 18:59:31",10),
    (1298,10,1,"2017-01-14 18:59:31",10),
    (1235,10,1,"2017-01-14 18:59:31",10),
    (1238,10,1,"2017-01-14 18:59:31",10),
    (1300,10,1,"2017-01-14 18:59:31",10),
    (1391,5,1,"2017-01-17 20:48:00",1),
    (1300,5,1,"2017-01-17 20:48:00",1),
    (1239,6,1,"2017-01-17 20:48:00",1),
    (1400,8,1,"2017-01-17 20:48:00",1),
    (1298,8,1,"2017-01-17 20:48:00",1),
    (1237,6,1,"2017-01-17 20:48:00",1),
    (1239,6,1,"2017-01-17 20:48:00",1),
    (1401,6,1,"2017-01-17 20:48:00",1),
    (1391,5,1,"2017-01-18 19:40:32",4),
    (1401,5,1,"2017-01-18 19:40:32",4),
    (1238,5,1,"2017-01-18 19:40:32",4),
    (1237,5,1,"2017-01-18 19:40:32",4),
    (1298,6,1,"2017-01-18 19:40:32",4),
    (1391,6,1,"2017-01-18 19:40:32",4),
    (1401,6,1,"2017-01-18 19:40:32",4),
    (1239,6,1,"2017-01-18 19:40:32",4),
    (1235,6,1,"2017-01-18 19:40:32",4),
    (1400,6,1,"2017-01-18 19:40:32",4),
    (1298,10,1,"2017-01-18 19:40:32",5),
    (1238,10,1,"2017-01-18 19:40:32",5),
    (1298,10,1,"2017-01-18 19:40:32",5),
    (1238,8,1,"2017-01-18 19:40:32",55),
    (1298,8,1,"2017-01-18 19:40:32",55),
    (1300,8,1,"2017-01-18 19:40:32",55),
    (1401,6,1,"2017-01-18 19:40:32",55),
    (1300,6,1,"2017-01-18 19:40:32",55),
    (1298,8,1,"2017-01-20 15:57:19",10),
    (1400,10,1,"2017-01-20 15:57:19",10),
    (1300,10,1,"2017-01-20 15:57:19",10),
    (1239,10,1,"2017-01-20 15:57:19",10),
    (1300,10,1,"2017-01-20 15:57:19",12),
    (1238,10,1,"2017-01-20 15:57:19",12),
    (1298,10,1,"2017-01-20 15:57:19",12),
    (1235,10,1,"2017-01-20 15:57:19",12),
    (1239,10,1,"2017-01-22 18:53:10",19),
    (1239,8,1,"2017-01-22 18:53:10",19),
    (1400,6,1,"2017-01-22 18:53:10",19),
    (1391,8,1,"2017-01-22 18:53:10",19),
    (1298,8,1,"2017-01-22 18:53:10",19),
    (1237,7,1,"2017-01-22 18:53:10",19),
    (1300,6,1,"2017-01-22 18:53:10",19),
    (1298,8,1,"2017-01-22 18:53:10",2),
    (1298,10,1,"2017-01-22 18:53:10",2),
    (1239,10,1,"2017-01-22 18:53:10",2),
    (1237,10,1,"2017-01-22 18:53:10",2),
    (1298,10,1,"2017-01-22 18:53:10",2),
    (1237,10,1,"2017-01-22 18:53:10",2),
    (1239,5,1,"2017-01-24 21:08:28",4),
    (1298,7,1,"2017-01-24 21:08:28",4),
    (1237,6,1,"2017-01-24 21:08:28",4),
    (1239,6,1,"2017-01-24 21:08:28",4),
    (1237,6,1,"2017-01-24 21:08:28",4),
    (1238,6,1,"2017-01-24 21:08:28",4),
    (1300,6,1,"2017-01-24 21:08:28",4),
    (1298,6,1,"2017-01-24 21:08:28",4),
    (1238,8,1,"2017-01-24 21:08:28",4),
    (1400,12,1,"2017-01-24 21:08:28",5),
    (1391,10,1,"2017-01-24 21:08:28",5),
    (1238,10,1,"2017-01-24 21:08:28",5),
    (1391,8,1,"2017-01-24 21:08:28",55),
    (1235,8,1,"2017-01-24 21:08:28",55),
    (1400,8,1,"2017-01-25 21:10:44",10),
    (1401,8,1,"2017-01-25 21:10:44",10),
    (1391,10,1,"2017-01-25 21:10:44",10),
    (1298,10,1,"2017-01-25 21:10:44",10),
    (1239,5,1,"2017-01-28 14:51:22",1),
    (1400,5,1,"2017-01-28 14:51:22",1),
    (1298,8,1,"2017-01-28 14:51:22",1),
    (1391,8,1,"2017-01-28 14:51:22",1),
    (1300,8,1,"2017-01-28 14:51:22",1),
    (1401,5,1,"2017-01-28 14:51:22",1),
    (1235,8,1,"2017-01-28 14:51:22",1),
    (1300,6,1,"2017-01-29 19:23:58",4),
    (1237,8,1,"2017-01-29 19:23:58",4),
    (1400,8,1,"2017-01-29 19:23:58",4),
    (1238,8,1,"2017-01-29 19:23:58",4),
    (1238,8,1,"2017-01-29 19:23:58",4),
    (1237,8,1,"2017-01-29 19:23:58",4),
    (1239,10,1,"2017-01-29 19:23:58",5),
    (1298,10,1,"2017-01-29 19:23:58",5),
    (1300,10,1,"2017-01-29 19:23:58",5),
    (1300,10,1,"2017-01-29 19:23:58",5),
    (1300,6,1,"2017-02-02 21:06:41",19),
    (1391,6,1,"2017-02-02 21:06:41",19),
    (1298,6,1,"2017-02-02 21:06:41",19),
    (1239,6,1,"2017-02-02 21:06:41",19),
    (1300,8,1,"2017-02-02 21:06:41",19),
    (1300,8,1,"2017-02-02 21:06:41",19),
    (1239,8,1,"2017-02-02 21:06:41",19),
    (1300,10,1,"2017-02-02 21:06:41",19),
    (1391,10,1,"2017-02-02 21:06:41",19),
    (1391,10,1,"2017-02-02 21:06:41",2),
    (1239,10,1,"2017-02-02 21:06:41",2),
    (1300,10,1,"2017-02-02 21:06:41",2),
    (1300,8,1,"2017-02-02 21:06:41",2),
    (1239,12,1,"2017-02-02 21:06:41",2),
    (1391,6,1,"2017-02-04 19:03:35",4),
    (1238,7,1,"2017-02-04 19:03:35",4),
    (1239,6,1,"2017-02-04 19:03:35",4),
    (1238,6,1,"2017-02-04 19:03:35",4),
    (1239,6,1,"2017-02-04 19:03:35",4),
    (1300,6,1,"2017-02-04 19:03:35",4),
    (1300,6,1,"2017-02-04 19:03:35",4),
    (1697,6,1,"2017-02-04 19:03:35",4),
    (1238,10,1,"2017-02-04 19:03:35",5),
    (1391,10,1,"2017-02-04 19:03:35",5),
    (1391,10,1,"2017-02-04 19:03:35",5),
    (1298,10,1,"2017-02-07 08:52:17",10),
    (1391,10,1,"2017-02-07 08:52:17",10),
    (1238,10,1,"2017-02-07 08:52:17",10),
    (1391,10,1,"2017-02-07 08:52:17",10),
    (1391,10,1,"2017-02-07 08:52:17",10),
    (1298,10,1,"2017-02-07 08:52:17",10),
    (1239,10,1,"2017-02-07 08:52:17",13),
    (1238,12,1,"2017-02-07 08:52:17",13),
    (1298,12,1,"2017-02-07 08:52:17",13),
    (1300,10,1,"2017-02-07 08:52:17",25),
    (1298,10,1,"2017-02-07 08:52:17",25),
    (1300,10,1,"2017-02-07 08:52:17",25),
    (1238,10,1,"2017-02-07 08:52:17",43),
    (1239,10,1,"2017-02-07 08:52:17",43),
    (1391,10,1,"2017-02-07 08:52:17",43),
    (1238,10,1,"2017-02-07 08:52:17",43),
    (1239,10,1,"2017-02-07 08:52:17",43),
    (1300,10,1,"2017-02-07 08:52:17",43),
    (1300,5,1,"2017-02-08 07:17:51",4),
    (1391,5,1,"2017-02-08 07:17:51",4),
    (1300,5,1,"2017-02-08 07:17:51",4),
    (1300,6,1,"2017-02-08 07:17:51",4),
    (1300,6,1,"2017-02-08 07:17:51",4),
    (1239,6,1,"2017-02-08 07:17:51",4),
    (1300,6,1,"2017-02-08 07:17:51",4),
    (1298,10,1,"2017-02-10 15:18:03",24),
    (1239,10,1,"2017-02-10 15:18:03",24),
    (1400,6,1,"2017-02-10 15:18:03",19),
    (1239,6,1,"2017-02-10 15:18:03",19),
    (1697,6,1,"2017-02-10 15:18:03",19),
    (1238,6,1,"2017-02-10 15:18:03",19),
    (1239,8,1,"2017-02-10 15:18:03",19),
    (1298,6,1,"2017-02-10 15:18:03",19),
    (1298,6,1,"2017-02-10 15:18:03",19),
    (1391,6,1,"2017-02-10 15:18:03",19),
    (1298,8,1,"2017-02-10 15:18:03",19),
    (1298,10,1,"2017-02-10 15:18:03",2),
    (1391,10,1,"2017-02-10 15:18:03",2),
    (1298,6,1,"2017-02-10 15:18:03",48),
    (1401,6,1,"2017-02-10 15:18:03",48),
    (1298,6,1,"2017-02-10 15:18:03",48),
    (1298,5,1,"2017-02-10 15:18:03",48),
    (1298,6,1,"2017-02-10 15:18:03",48),
    (1238,5,1,"2017-02-10 15:18:03",48),
    (1400,6,1,"2017-02-10 15:18:03",48),
    (1237,6,1,"2017-02-10 15:18:03",48),
    (1298,8,1,"2017-02-11 14:33:10",10),
    (1298,6,1,"2017-02-11 14:33:10",10),
    (1239,6,1,"2017-02-11 14:33:10",10),
    (1391,6,1,"2017-02-11 14:33:10",10),
    (1237,6,1,"2017-02-11 14:33:10",10),
    (1298,12,1,"2017-02-11 14:33:10",25),
    (1239,12,1,"2017-02-11 14:33:10",25),
    (1238,10,1,"2017-02-11 14:33:10",56),
    (1239,10,1,"2017-02-11 14:33:10",56),
    (1239,10,1,"2017-02-11 14:33:10",56),
    (1298,5,1,"2017-02-11 14:33:10",36),
    (1300,5,1,"2017-02-11 14:33:10",36),
    (1239,5,1,"2017-02-11 14:33:10",36),
    (1237,6,1,"2017-02-11 14:33:10",36),
    (1298,10,1,"2017-02-11 14:33:10",43),
    (1298,12,1,"2017-02-11 14:33:10",43),
    (1391,10,1,"2017-02-11 14:33:10",43),
    (1239,10,1,"2017-02-11 14:33:10",43),
    (1391,5,1,"2017-02-14 20:59:03",1),
    (1239,5,1,"2017-02-14 20:59:03",1),
    (1300,8,1,"2017-02-14 20:59:03",1),
    (1300,8,1,"2017-02-14 20:59:03",1),
    (1400,8,1,"2017-02-14 20:59:03",1),
    (1300,10,1,"2017-02-14 20:59:03",1),
    (1239,10,1,"2017-02-14 20:59:03",1),
    (1300,10,1,"2017-02-14 20:59:03",1),
    (1238,5,1,"2017-02-15 22:11:14",4),
    (1400,5,1,"2017-02-15 22:11:14",4),
    (8765,8,1,"2017-02-15 22:11:14",4),
    (1300,8,1,"2017-02-15 22:11:14",4),
    (1239,6,1,"2017-02-15 22:11:14",4),
    (1300,6,1,"2017-02-15 22:11:14",4),
    (1300,6,1,"2017-02-15 22:11:14",4),
    (1235,6,1,"2017-02-15 22:11:14",4),
    (1400,6,1,"2017-02-15 22:11:14",4),
    (1238,8,1,"2017-02-15 22:11:14",4),
    (1239,8,1,"2017-02-16 12:06:00",10),
    (1300,8,1,"2017-02-16 12:06:00",10),
    (1238,8,1,"2017-02-16 12:06:00",10),
    (1400,6,1,"2017-02-16 12:06:00",10),
    (1400,6,1,"2017-02-16 12:06:00",10),
    (1239,12,1,"2017-02-16 12:06:00",56),
    (1298,12,1,"2017-02-16 12:06:00",56),
    (1391,8,1,"2017-02-16 12:06:00",56),
    (1200,10,1,"2017-02-16 12:06:00",43),
    (1401,10,1,"2017-02-16 12:06:00",43),
    (1298,10,1,"2017-02-16 12:06:00",43),
    (1300,12,1,"2017-02-16 12:06:00",43),
    (1391,12,1,"2017-02-16 12:06:00",43),
    (1238,5,1,"2017-02-16 12:06:00",36),
    (1237,5,1,"2017-02-18 12:17:42",1),
    (1300,5,1,"2017-02-18 12:17:42",1),
    (1238,8,1,"2017-02-18 12:17:42",1),
    (1239,8,1,"2017-02-18 12:17:42",1),
    (1239,8,1,"2017-02-18 12:17:42",1),
    (1298,5,1,"2017-02-18 12:17:42",1),
    (1298,6,1,"2017-02-18 12:17:42",48),
    (1237,5,1,"2017-02-18 12:17:42",48),
    (1200,6,1,"2017-02-18 12:17:42",48),
    (1237,5,1,"2017-02-18 12:17:42",48),
    (1300,5,1,"2017-02-18 12:17:42",48),
    (1237,5,1,"2017-02-19 10:59:10",4),
    (1391,5,1,"2017-02-19 10:59:10",4),
    (1391,6,1,"2017-02-19 10:59:10",4),
    (1298,6,1,"2017-02-19 10:59:10",4),
    (1239,6,1,"2017-02-19 10:59:10",4),
    (1298,6,1,"2017-02-19 10:59:10",4),
    (1298,6,1,"2017-02-19 10:59:10",4),
    (1238,6,1,"2017-02-19 10:59:10",4),
    (1400,6,1,"2017-02-19 10:59:10",4),
    (1300,6,1,"2017-02-19 10:59:10",4),
    (1697,10,1,"2017-02-19 10:59:10",5),
    (1237,10,1,"2017-02-19 10:59:10",5),
    (1300,10,1,"2017-02-19 10:59:10",5),
    (1400,10,1,"2017-02-19 10:59:10",5),
    (1239,5,1,"2017-02-19 10:59:10",4),
    (1237,5,1,"2017-02-19 10:59:10",4),
    (1401,6,1,"2017-02-19 10:59:10",4),
    (1239,6,1,"2017-02-19 10:59:10",4),
    (1239,6,1,"2017-02-19 10:59:10",4),
    (1238,6,1,"2017-02-19 10:59:10",4),
    (1239,6,1,"2017-02-19 10:59:10",4),
    (1401,6,1,"2017-02-19 10:59:10",4),
    (1235,6,1,"2017-02-19 10:59:10",4),
    (1239,6,1,"2017-02-19 10:59:10",4),
    (1400,10,1,"2017-02-19 10:59:10",5),
    (1391,10,1,"2017-02-19 10:59:10",5),
    (1391,10,1,"2017-02-19 10:59:10",5),
    (1300,10,1,"2017-02-19 10:59:10",5),
    (1298,10,1,"2017-02-21 21:05:28",10),
    (1239,10,1,"2017-02-21 21:05:28",10),
    (1237,10,1,"2017-02-21 21:05:28",10),
    (1237,10,1,"2017-02-21 21:05:28",10),
    (1239,15,1,"2017-02-21 21:05:28",13),
    (1238,10,1,"2017-02-21 21:05:28",56),
    (1239,10,1,"2017-02-21 21:05:28",56),
    (1391,10,1,"2017-02-21 21:05:28",56),
    (1237,12,1,"2017-02-21 21:05:28",43),
    (1298,12,1,"2017-02-21 21:05:28",43),
    (1391,10,1,"2017-02-21 21:05:28",43),
    (1238,10,1,"2017-02-21 21:05:28",43),
    (1401,10,1,"2017-02-21 21:05:28",43),
    (1300,12,1,"2017-02-21 21:05:28",16),
    (1200,12,1,"2017-02-21 21:05:28",16),
    (1400,12,1,"2017-02-21 21:05:28",16),
    (1298,8,1,"2017-02-22 16:51:05",19),
    (1400,8,1,"2017-02-22 16:51:05",19),
    (1300,8,1,"2017-02-22 16:51:05",19),
    (1300,10,1,"2017-02-22 16:51:05",19),
    (1235,10,1,"2017-02-22 16:51:05",19),
    (123,5,1,"2017-02-22 16:51:05",19),
    (1391,8,1,"2017-02-22 16:51:05",19),
    (1238,10,1,"2017-02-22 16:51:05",2),
    (1300,10,1,"2017-02-22 16:51:05",2),
    (1237,10,1,"2017-02-22 16:51:05",2),
    (1235,10,1,"2017-02-22 16:51:05",2),
    (1237,5,1,"2017-02-25 15:30:23",4),
    (1298,7,1,"2017-02-25 15:30:23",4),
    (1300,7,1,"2017-02-25 15:30:23",4),
    (1239,7,1,"2017-02-25 15:30:23",4),
    (1238,6,1,"2017-02-25 15:30:23",4),
    (1298,7,1,"2017-02-25 15:30:23",4),
    (1239,7,1,"2017-02-25 15:30:23",4),
    (1238,6,1,"2017-02-25 15:30:23",4),
    (1391,12,1,"2017-02-25 15:30:23",5),
    (1298,12,1,"2017-02-25 15:30:23",5),
    (1239,12,1,"2017-02-25 15:30:23",5),
    (1235,10,1,"2017-02-27 07:26:38",10),
    (1400,8,1,"2017-02-27 07:26:38",10),
    (1391,8,1,"2017-02-27 07:26:38",10),
    (1391,6,1,"2017-02-27 07:26:38",10),
    (1400,6,1,"2017-02-27 07:26:38",10),
    (1400,10,1,"2017-02-27 07:26:38",26),
    (1238,10,1,"2017-02-27 07:26:38",26),
    (1300,12,1,"2017-02-27 07:26:38",13),
    (1401,12,1,"2017-02-27 07:26:38",13),
    (1239,12,1,"2017-02-27 07:26:38",43),
    (1300,12,1,"2017-02-27 07:26:38",43),
    (1239,12,1,"2017-02-27 07:26:38",43),
    (1298,12,1,"2017-02-27 07:26:38",43),
    (1391,5,1,"2017-03-02 21:41:27",1),
    (1300,5,1,"2017-03-02 21:41:27",1),
    (1400,5,1,"2017-03-02 21:41:27",1),
    (1298,8,1,"2017-03-02 21:41:27",1),
    (1391,8,1,"2017-03-02 21:41:27",1),
    (1239,9,1,"2017-03-02 21:41:27",1),
    (1298,6,1,"2017-03-02 21:41:27",1),
    (1239,12,1,"2017-03-02 21:41:27",46),
    (1239,10,1,"2017-03-02 21:41:27",46),
    (1235,10,1,"2017-03-02 21:41:27",46),
    (1298,10,1,"2017-03-02 21:41:27",2),
    (1391,10,1,"2017-03-02 21:41:27",2),
    (1401,10,1,"2017-03-02 21:41:27",2),
    (1298,8,1,"2017-03-02 21:41:27",2),
    (1239,5,1,"2017-03-02 21:41:27",1),
    (1400,5,1,"2017-03-02 21:41:27",1),
    (1239,5,1,"2017-03-02 21:41:27",1),
    (1300,8,1,"2017-03-02 21:41:27",1),
    (1391,8,1,"2017-03-02 21:41:27",1),
    (1300,9,1,"2017-03-02 21:41:27",1),
    (1239,6,1,"2017-03-02 21:41:27",1),
    (1235,12,1,"2017-03-02 21:41:27",46),
    (1298,10,1,"2017-03-02 21:41:27",46),
    (1391,10,1,"2017-03-02 21:41:27",46),
    (1239,10,1,"2017-03-02 21:41:27",2),
    (1300,10,1,"2017-03-02 21:41:27",2),
    (1238,10,1,"2017-03-02 21:41:27",2),
    (1235,8,1,"2017-03-02 21:41:27",2),
    (1298,6,1,"2017-03-07 06:38:00",19),
    (1400,6,1,"2017-03-07 06:38:00",19),
    (1300,8,1,"2017-03-07 06:38:00",19),
    (1237,6,1,"2017-03-07 06:38:00",19),
    (1400,6,1,"2017-03-07 06:38:00",19),
    (1239,8,1,"2017-03-07 06:38:00",19),
    (1400,7,1,"2017-03-07 06:38:00",19),
    (1298,6,1,"2017-03-07 06:38:00",48),
    (1391,6,1,"2017-03-07 06:38:00",48),
    (1300,6,1,"2017-03-07 06:38:00",48),
    (1401,6,1,"2017-03-07 06:38:00",48),
    (1238,5,1,"2017-03-07 06:38:00",48),
    (1298,4,1,"2017-03-07 06:38:00",48),
    (1300,10,1,"2017-03-08 06:23:04",10),
    (1391,8,1,"2017-03-08 06:23:04",10),
    (1391,10,1,"2017-03-08 06:23:04",10),
    (1239,10,1,"2017-03-08 06:23:04",10),
    (1391,6,1,"2017-03-08 06:23:04",10),
    (1400,10,1,"2017-03-08 06:23:04",43),
    (1239,10,1,"2017-03-08 06:23:04",43),
    (1300,10,1,"2017-03-08 06:23:04",43),
    (1238,10,1,"2017-03-08 06:23:04",43),
    (1400,10,1,"2017-03-08 06:23:04",43),
    (1401,6,1,"2017-03-10 15:23:27",4),
    (1391,6,1,"2017-03-10 15:23:27",4),
    (1400,8,1,"2017-03-10 15:23:27",4),
    (1237,8,1,"2017-03-10 15:23:27",4),
    (1300,6,1,"2017-03-10 15:23:27",4),
    (1300,6,1,"2017-03-10 15:23:27",4),
    (1300,6,1,"2017-03-10 15:23:27",4),
    (1238,6,1,"2017-03-10 15:23:27",4),
    (1235,6,1,"2017-03-10 15:23:27",4),
    (1298,6,1,"2017-03-10 15:23:27",4),
    (1298,10,1,"2017-03-10 15:23:27",5),
    (1298,10,1,"2017-03-10 15:23:27",5),
    (1235,10,1,"2017-03-10 15:23:27",5),
    (1238,10,1,"2017-03-10 15:23:27",5),
    (1400,5,1,"2017-03-11 12:56:33",1),
    (1300,5,1,"2017-03-11 12:56:33",1),
    (1300,8,1,"2017-03-11 12:56:33",1),
    (1238,8,1,"2017-03-11 12:56:33",1),
    (1298,8,1,"2017-03-11 12:56:33",1),
    (1238,10,1,"2017-03-11 12:56:33",1),
    (1300,10,1,"2017-03-11 12:56:33",1),
    (1238,8,1,"2017-03-11 12:56:33",2),
    (1298,8,1,"2017-03-11 12:56:33",2),
    (1239,8,1,"2017-03-11 12:56:33",2),
    (1391,10,1,"2017-03-11 12:56:33",2),
    (1239,10,1,"2017-03-11 12:56:33",2),
    (1298,8,1,"2017-03-12 12:42:34",10),
    (1401,6,1,"2017-03-12 12:42:34",10),
    (1237,7,1,"2017-03-12 12:42:34",10),
    (1298,7,1,"2017-03-12 12:42:34",10),
    (123,7,1,"2017-03-12 12:42:34",10),
    (1300,10,1,"2017-03-16 09:04:48",10),
    (1391,10,1,"2017-03-16 09:04:48",10),
    (1238,10,1,"2017-03-16 09:04:48",10),
    (1400,12,1,"2017-03-16 09:04:48",10),
    (1300,10,1,"2017-03-16 09:04:48",10),
    (1239,10,1,"2017-03-16 09:04:48",10),
    (1239,6,1,"2017-03-18 09:05:26",4),
    (1298,6,1,"2017-03-18 09:05:26",4),
    (1298,8,1,"2017-03-18 09:05:26",4),
    (1298,8,1,"2017-03-18 09:05:26",4),
    (1298,6,1,"2017-03-18 09:05:26",4),
    (1400,6,1,"2017-03-18 09:05:26",4),
    (1238,6,1,"2017-03-18 09:05:26",4),
    (1298,6,1,"2017-03-18 09:05:26",4),
    (1300,12,1,"2017-03-18 09:05:26",32),
    (1298,12,1,"2017-03-18 09:05:26",32),
    (1238,12,1,"2017-03-18 09:05:26",32),
    (1300,5,1,"2017-03-19 06:19:29",1),
    (1239,5,1,"2017-03-19 06:19:29",1),
    (1235,8,1,"2017-03-19 06:19:29",1),
    (1239,8,1,"2017-03-19 06:19:29",1),
    (1401,8,1,"2017-03-19 06:19:29",1),
    (1391,8,1,"2017-03-19 06:19:29",1),
    (1239,6,1,"2017-03-19 06:19:29",48),
    (1239,5,1,"2017-03-19 06:19:29",48),
    (1391,5,1,"2017-03-19 06:19:29",48),
    (1400,6,1,"2017-03-19 06:19:29",48),
    (1300,10,1,"2017-03-21 20:19:48",10),
    (1239,10,1,"2017-03-21 20:19:48",10),
    (1400,10,1,"2017-03-21 20:19:48",10),
    (1239,10,1,"2017-03-21 20:19:48",10),
    (1235,10,1,"2017-03-21 20:19:48",10),
    (1401,10,1,"2017-03-21 20:19:48",10),
    (1239,12,1,"2017-03-21 20:19:48",13),
    (1697,12,1,"2017-03-21 20:19:48",13),
    (1239,15,1,"2017-03-21 20:19:48",13),
    (1300,15,1,"2017-03-21 20:19:48",16),
    (1239,15,1,"2017-03-21 20:19:48",16),
    (1298,15,1,"2017-03-21 20:19:48",16),
    (1391,10,1,"2017-03-21 20:19:48",43),
    (1238,10,1,"2017-03-21 20:19:48",43),
    (1300,10,1,"2017-03-21 20:19:48",43),
    (1300,8,1,"2017-03-21 20:19:48",43),
    (1298,10,1,"2017-03-25 14:52:18",10),
    (1239,10,1,"2017-03-25 14:52:18",10),
    (1238,10,1,"2017-03-25 14:52:18",10),
    (1391,10,1,"2017-03-25 14:52:18",10),
    (1298,10,1,"2017-03-25 14:52:18",10),
    (1237,10,1,"2017-03-25 14:52:18",10),
    (1239,10,1,"2017-03-25 14:52:18",10),
    (1239,10,1,"2017-03-25 14:52:18",13),
    (1298,10,1,"2017-03-25 14:52:18",13),
    (1400,8,1,"2017-03-25 14:52:18",43),
    (1237,8,1,"2017-03-25 14:52:18",43),
    (1298,8,1,"2017-03-25 14:52:18",43),
    (1401,5,1,"2017-03-27 20:43:26",1),
    (1400,5,1,"2017-03-27 20:43:26",1),
    (1400,8,1,"2017-03-27 20:43:26",1),
    (1239,8,1,"2017-03-27 20:43:26",1),
    (1400,8,1,"2017-03-27 20:43:26",1),
    (1238,9,1,"2017-03-27 20:43:26",1),
    (1237,10,1,"2017-03-27 20:43:26",1),
    (1400,5,1,"2017-03-27 20:43:26",48),
    (1239,5,1,"2017-03-27 20:43:26",48),
    (1237,5,1,"2017-03-27 20:43:26",48),
    (1239,5,1,"2017-03-27 20:43:26",48),
    (1235,5,1,"2017-03-27 20:43:26",48),
    (1298,15,1,"2017-03-27 20:43:26",24),
    (1300,11,1,"2017-03-27 20:43:26",24),
    (1298,12,1,"2017-03-27 20:43:26",24),
    (1391,12,1,"2017-03-27 20:43:26",24),
    (1300,6,1,"2017-04-02 10:30:48",4),
    (1300,5,1,"2017-04-02 10:30:48",4),
    (1391,6,1,"2017-04-02 10:30:48",4),
    (1300,5,1,"2017-04-02 10:30:48",4),
    (1298,5,1,"2017-04-02 10:30:48",4),
    (1239,6,1,"2017-04-02 10:30:48",4),
    (1239,6,1,"2017-04-02 10:30:48",4),
    (1391,5,1,"2017-04-05 00:38:48",1),
    (1298,5,1,"2017-04-05 00:38:48",1),
    (1239,8,1,"2017-04-05 00:38:48",1),
    (1239,8,1,"2017-04-05 00:38:48",1),
    (1298,8,1,"2017-04-05 00:38:48",1),
    (1238,10,1,"2017-04-05 00:38:48",1),
    (1237,8,1,"2017-04-05 00:38:48",46),
    (1391,8,1,"2017-04-05 00:38:48",46),
    (1239,5,1,"2017-04-07 12:16:04",1),
    (1298,5,1,"2017-04-07 12:16:04",1),
    (1300,8,1,"2017-04-07 12:16:04",1),
    (1400,8,1,"2017-04-07 12:16:04",1),
    (1238,8,1,"2017-04-07 12:16:04",1),
    (1391,10,1,"2017-04-07 12:16:04",1),
    (1298,10,1,"2017-04-09 19:16:18",10),
    (1300,10,1,"2017-04-09 19:16:18",10),
    (1300,10,1,"2017-04-09 19:16:18",10),
    (1300,10,1,"2017-04-09 19:16:18",10),
    (1238,10,1,"2017-04-09 19:16:18",10),
    (1298,10,1,"2017-04-09 19:16:18",10),
    (1238,12,1,"2017-04-09 19:16:18",13),
    (1298,12,1,"2017-04-09 19:16:18",13),
    (1239,12,1,"2017-04-09 19:16:18",13),
    (1298,10,1,"2017-04-09 19:16:18",25),
    (1391,10,1,"2017-04-09 19:16:18",25),
    (1391,12,1,"2017-04-09 19:16:18",43),
    (1238,12,1,"2017-04-09 19:16:18",43),
    (1400,10,1,"2017-04-09 19:16:18",43),
    (1239,10,1,"2017-04-09 19:16:18",43),
    (1238,10,1,"2017-04-09 19:16:18",11),
    (1298,10,1,"2017-04-09 19:16:18",11),
    (1391,6,1,"2017-04-12 22:01:51",19),
    (1238,8,1,"2017-04-12 22:01:51",19),
    (1237,6,1,"2017-04-12 22:01:51",19),
    (1298,8,1,"2017-04-12 22:01:51",19),
    (1237,8,1,"2017-04-12 22:01:51",19),
    (1401,8,1,"2017-04-12 22:01:51",19),
    (1238,8,1,"2017-04-12 22:01:51",19),
    (1298,8,1,"2017-04-12 22:01:51",19),
    (1238,8,1,"2017-04-12 22:01:51",19),
    (1237,6,1,"2017-04-12 22:01:51",48),
    (1298,6,1,"2017-04-12 22:01:51",48),
    (1298,6,1,"2017-04-12 22:01:51",48),
    (1239,6,1,"2017-04-12 22:01:51",48),
    (1239,7,1,"2017-04-12 22:01:51",48),
